# Training Dataset
# Nov 2023 - ML-2023 CUP
# INFO: micheli@di.unipi.it - lorenzo.simone@di.unipi.it
# (C) CIML group - Micheli 2023
# Format:
# Training set: ID, INPUTS, TARGET_x, TARGET_y, TARGET_z (last 3 columns)
# Blind Test set: ID, INPUTS
1,-0.98939395,0.81069297,0.9355741,0.7602723,-0.90100414,-0.9200916,-0.99238276,-0.99729127,0.23617272,-0.69122535,-1.2966129,0.15154952,30.09889
2,-0.990263,0.8001212,0.91188717,0.85334826,-0.91275686,-0.938366,-0.9909101,-0.9973194,0.43842554,-0.7011586,-1.4671416,0.006740047,29.78777
3,-0.9942454,-0.9974354,-0.99545866,0.99996835,-0.9998067,-0.9998425,0.81366867,-0.7098109,-0.33094972,0.27659208,0.33873513,0.22302294,13.329094
4,-0.9947521,-0.9974326,-0.9951922,0.9999701,-0.9997988,-0.9998465,0.80757797,-0.7199567,-0.28719655,0.1734307,0.19803451,0.23176995,13.368355
5,-0.97937703,0.91921324,0.9885616,-0.59241205,-0.50240326,-0.71397746,-0.9972995,-0.99654204,-0.47553617,0.45575982,0.24644054,-0.107518606,33.05796
6,-0.9801095,0.90036273,0.98716414,-0.47502965,-0.62499636,-0.7368303,-0.9971943,-0.9967755,-0.5127614,0.23449728,0.11619123,0.11049845,32.524014
7,-0.99405074,-0.9974674,-0.9953427,0.99996656,-0.9998087,-0.9998406,0.8112759,-0.7077757,-0.39518335,0.27870935,0.39623064,0.28454375,13.345192
8,-0.99174327,0.41331363,0.7867868,0.96100116,-0.9836124,-0.9811795,-0.98954266,-0.997584,0.48997423,0.68717086,0.1263062,-1.2079037,27.773695
9,-0.98269993,0.8538839,0.9821768,-0.19253635,-0.7909645,-0.7995585,-0.99685746,-0.9970706,-0.5230752,0.08926507,0.023292143,0.2500621,31.59184
10,-0.9981586,-0.9856737,-0.9453051,0.99995035,-0.9996183,-0.9997508,0.06687566,-0.97144777,0.36389992,-0.60261405,-1.2787186,0.06444504,17.538681
11,0.11200268,-0.99794036,-0.99918526,0.9986014,-0.9967198,-0.9746523,0.99572504,0.95885944,-0.4172297,0.42470583,0.37555426,-0.080495425,1.7551398
12,-0.9595873,-0.999062,-0.9989135,0.99991834,-0.9993589,-0.99911773,0.9837865,0.39704055,-0.28766802,0.021030338,-0.0567603,0.19798714,6.8677697
13,-0.9974115,-0.9777585,-0.8408473,0.9997627,-0.99975294,-0.99972415,-0.47263917,-0.98750514,-0.4571949,0.034166988,0.17159525,0.39194292,19.833155
14,-0.8646131,-0.9989318,-0.99899006,0.99985236,-0.99745536,-0.99508387,0.99136955,0.7715954,0.36491823,-0.5226039,-1.1742404,0.02113934,5.152362
15,-0.9799573,-0.9979584,-0.9989312,0.99996114,-0.9996091,-0.9994433,0.9692403,-0.0033817536,0.5684235,0.5447794,0.06883481,-1.4210232,9.117401
16,-0.9971988,-0.9869708,-0.9827799,0.9999681,-0.99969655,-0.99982643,0.43124866,-0.95364565,0.66338134,0.40692928,-0.29229343,-1.1659943,16.13094
17,-0.9971425,-0.9101234,-0.72026217,0.99969226,-0.999571,-0.99950033,-0.7464622,-0.99493134,0.33717418,0.63022107,0.16299924,-0.9572315,21.321156
18,-0.41788474,-0.99795026,-0.9993571,0.99951035,-0.99540734,-0.9800053,0.9951714,0.9254194,0.657916,0.097034305,-0.47249806,-1.1235727,3.6105492
19,-0.99725324,-0.7571939,-0.32440045,0.99926645,-0.9987856,-0.99883175,-0.8860552,-0.99690014,0.5999803,-0.2829796,-1.0925792,-0.47393996,23.048286
20,0.42070067,-0.99752265,-0.99905634,0.99780035,-0.99500585,-0.9472109,0.99596566,0.9718369,-0.3479758,0.3424337,0.24883899,-0.11126922,1.1547306
21,-0.97971773,0.89525205,0.9876407,-0.49661362,-0.636107,-0.7296918,-0.9972333,-0.9968171,-0.5736297,0.21179028,0.14062919,0.19986221,32.524876
22,-0.9722339,0.96545005,0.9872465,-0.64666843,0.17150898,-0.7209077,-0.99620646,-0.9952234,0.26038077,0.5674644,0.11131437,-1.2131652,34.1484
23,-0.9916422,0.40246353,0.8220021,0.94538474,-0.9837719,-0.9776399,-0.9909123,-0.997548,0.32023096,0.7582461,0.26803708,-1.0996937,27.912756
24,-0.9980703,-0.98435926,-0.92528635,0.9999244,-0.99973357,-0.99980223,-0.112008795,-0.9806455,0.11292651,-0.24172226,-0.605904,0.07391228,18.288391
25,-0.99037826,0.8047631,0.9020232,0.87163603,-0.91591287,-0.9454653,-0.9907936,-0.9973333,0.518906,-0.6371846,-1.4279289,-0.120427676,29.69004
26,-0.9944283,-0.997151,-0.9947649,0.99996525,-0.9998173,-0.99984807,0.777696,-0.7523484,-0.3802649,0.3628805,0.46106726,0.23514985,13.750635
27,-0.99631387,-0.99102986,-0.9899471,0.9999688,-0.99973065,-0.9998298,0.6066035,-0.9222893,0.6123719,0.6774992,0.11033403,-1.3947768,15.3689165
28,-0.9967876,-0.8549935,-0.65334237,0.9996298,-0.99924636,-0.9993636,-0.80255646,-0.99556285,0.6608939,0.639539,0.008919479,-1.4374784,21.854422
29,-0.9973873,-0.97852707,-0.8402135,0.9997553,-0.9997517,-0.999721,-0.46995765,-0.9870203,-0.4944981,-0.015124237,0.16054061,0.45644936,19.813555
30,-0.99808186,-0.98440194,-0.9614846,0.9999612,-0.9995886,-0.99977297,0.1784516,-0.96710587,0.5876802,-0.45719874,-1.2860764,-0.24009736,17.069977
31,-0.99787796,-0.9876781,-0.92429745,0.9999038,-0.9997522,-0.99980354,-0.119929925,-0.9766176,-0.23815475,-0.32133615,-0.37750614,0.40480763,18.32107
32,-0.9716929,0.968654,0.9866801,-0.6209092,0.19085646,-0.716305,-0.9960743,-0.9951687,0.29844362,0.42335933,-0.024103817,-1.1633698,34.22895
33,-0.9486427,-0.9990419,-0.99902576,0.99990064,-0.9993636,-0.99896246,0.9859716,0.46329382,-0.26649612,0.1790551,0.07395483,0.06799279,6.4191833
34,-0.9981413,-0.9860276,-0.93523514,0.9999366,-0.9996969,-0.99978805,-0.027779374,-0.97617835,0.16815324,-0.4565822,-0.923263,0.14296849,17.909443
35,-0.9971672,-0.9063128,-0.7170246,0.9996989,-0.99955755,-0.99949634,-0.7492451,-0.9950666,0.3765337,0.59557295,0.107197,-0.98466337,21.342293
36,-0.94056225,-0.9991544,-0.99895763,0.9998854,-0.9991894,-0.9988013,0.9868022,0.5223869,-0.38786757,-0.009396206,-0.02242286,0.2893644,6.100625
37,-0.9956457,-0.7131551,0.36174583,0.99275035,-0.99860156,-0.9970957,-0.9620864,-0.99735665,-0.39941865,-0.09152655,-0.14653833,0.33504245,24.841879
38,-0.93751675,-0.9991819,-0.9989081,0.99988645,-0.99895704,-0.9985232,0.9878692,0.56867725,-0.27211145,-0.20666674,-0.320296,0.30109337,5.903293
39,-0.99689656,-0.79371446,-0.5130836,0.99948776,-0.9990584,-0.9991464,-0.8639035,-0.996511,0.655383,0.35138312,-0.32242683,-1.1727642,22.50134
40,-0.7068917,-0.99857926,-0.99916196,0.9997746,-0.9950364,-0.9871381,0.9930846,0.8727299,0.64724976,-0.5809443,-1.42544,-0.15587634,4.607257
41,-0.9980711,-0.98496974,-0.96316206,0.9999619,-0.9996041,-0.9997806,0.1934322,-0.96620214,0.57667583,-0.42842606,-1.2442049,-0.24911125,17.00211
42,-0.99353284,-0.9976807,-0.9975267,0.99998033,-0.9993759,-0.9996201,0.9322569,-0.32239723,0.5762522,-0.6475229,-1.4175447,-0.028462753,10.802619
43,-0.5828699,-0.99833924,-0.99930316,0.99965256,-0.9962693,-0.985961,0.99458045,0.9005088,0.5594938,-0.08969133,-0.6807256,-0.70914775,3.9284315
44,-0.9928385,-0.9974795,-0.99802685,0.9999798,-0.9994594,-0.9996533,0.9379774,-0.29732382,0.6556499,-0.4341088,-1.2072903,-0.30188066,10.555845
45,-0.99521995,-0.9976187,-0.99527735,0.99997354,-0.9997709,-0.9998431,0.8245914,-0.6965073,-0.20257528,-0.03827861,-0.09028435,0.26718128,13.102432
46,-0.99715686,-0.9263317,-0.72491586,0.99967843,-0.999624,-0.99953604,-0.7323043,-0.9945381,0.16924752,0.63072664,0.24915656,-0.688072,21.222948
47,-0.9958004,-0.9973881,-0.99431443,0.99997324,-0.9997706,-0.9998509,0.7887882,-0.74493736,-0.18703207,-0.09633815,-0.16459878,0.2832534,13.502559
48,-0.9881834,0.8280654,0.9526319,0.6137658,-0.88214636,-0.89896935,-0.9937454,-0.9972352,0.054184016,-0.6355439,-1.0749493,0.24337184,30.451334
49,-0.99813944,-0.9832776,-0.9507514,0.9999559,-0.99956155,-0.9997422,0.09903191,-0.9711276,0.5445467,-0.57352126,-1.3872386,-0.11458908,17.419622
50,-0.9947628,-0.99796695,-0.9969742,0.9999799,-0.9996134,-0.99975663,0.909144,-0.48059717,0.22268048,-0.45847484,-0.8915244,0.14803787,11.572937
51,-0.97190416,-0.99871886,-0.9989829,0.9999444,-0.99964064,-0.99938244,0.9775953,0.17804985,-0.07875559,0.39705315,0.21449846,-0.25675225,8.096989
